PSGC_Code,Region,Province,Municipality,Total_Population,Male_Population,Female_Population,Male_Ratio,Female_Ratio,Age_0-4_Ratio,Age_5-9_Ratio,Age_10-14_Ratio,Age_15-19_Ratio,Age_20-24_Ratio,Age_25-29_Ratio,Age_30-34_Ratio,Age_35-39_Ratio,Age_40-44_Ratio,Age_45-49_Ratio,Age_50-54_Ratio,Age_55-59_Ratio,Age_60-64_Ratio,Age_65-69_Ratio,Age_70-74_Ratio,Age_75-79_Ratio,Age_80yearsandover_Ratio,Male_Age_0-4_Ratio,Male_Age_5-9_Ratio,Male_Age_10-14_Ratio,Male_Age_15-19_Ratio,Male_Age_20-24_Ratio,Male_Age_25-29_Ratio,Male_Age_30-34_Ratio,Male_Age_35-39_Ratio,Male_Age_40-44_Ratio,Male_Age_45-49_Ratio,Male_Age_50-54_Ratio,Male_Age_55-59_Ratio,Male_Age_60-64_Ratio,Male_Age_65-69_Ratio,Male_Age_70-74_Ratio,Male_Age_75-79_Ratio,Male_Age_80yearsandover_Ratio,Female_Age_0-4_Ratio,Female_Age_5-9_Ratio,Female_Age_10-14_Ratio,Female_Age_15-19_Ratio,Female_Age_20-24_Ratio,Female_Age_25-29_Ratio,Female_Age_30-34_Ratio,Female_Age_35-39_Ratio,Female_Age_40-44_Ratio,Female_Age_45-49_Ratio,Female_Age_50-54_Ratio,Female_Age_55-59_Ratio,Female_Age_60-64_Ratio,Female_Age_65-69_Ratio,Female_Age_70-74_Ratio,Female_Age_75-79_Ratio,Female_Age_80yearsandover_Ratio,Disability_Seeing_Mild_Ratio,Disability_Seeing_Moderate_Ratio,Disability_Seeing_Severe_Ratio,Disability_Seeing_All_Ratio,Disability_Hearing_Mild_Ratio,Disability_Hearing_Moderate_Ratio,Disability_Hearing_Severe_Ratio,Disability_Hearing_All_Ratio,Disability_Walking_Mild_Ratio,Disability_Walking_Moderate_Ratio,Disability_Walking_Severe_Ratio,Disability_Walking_All_Ratio,Disability_Remembering_Mild_Ratio,Disability_Remembering_Moderate_Ratio,Disability_Remembering_Severe_Ratio,Disability_Remembering_All_Ratio,Disability_Self_Caring_Mild_Ratio,Disability_Self_Caring_Moderate_Ratio,Disability_Self_Caring_Severe_Ratio,Disability_Self_Caring_All_Ratio,Disability_Communicating_Mild_Ratio,Disability_Communicating_Moderate_Ratio,Disability_Communicating_Severe_Ratio,Disability_Communicating_All_Ratio,Male_Disability_Seeing_Mild_Ratio,Male_Disability_Seeing_Moderate_Ratio,Male_Disability_Seeing_Severe_Ratio,Male_Disability_Seeing_All_Ratio,Male_Disability_Hearing_Mild_Ratio,Male_Disability_Hearing_Moderate_Ratio,Male_Disability_Hearing_Severe_Ratio,Male_Disability_Hearing_All_Ratio,Male_Disability_Walking_Mild_Ratio,Male_Disability_Walking_Moderate_Ratio,Male_Disability_Walking_Severe_Ratio,Male_Disability_Walking_All_Ratio,Male_Disability_Remembering_Mild_Ratio,Male_Disability_Remembering_Moderate_Ratio,Male_Disability_Remembering_Severe_Ratio,Male_Disability_Remembering_All_Ratio,Male_Disability_Self_Caring_Mild_Ratio,Male_Disability_Self_Caring_Moderate_Ratio,Male_Disability_Self_Caring_Severe_Ratio,Male_Disability_Self_Caring_All_Ratio,Male_Disability_Communicating_Mild_Ratio,Male_Disability_Communicating_Moderate_Ratio,Male_Disability_Communicating_Severe_Ratio,Male_Disability_Communicating_All_Ratio,Female_Disability_Seeing_Mild_Ratio,Female_Disability_Seeing_Moderate_Ratio,Female_Disability_Seeing_Severe_Ratio,Female_Disability_Seeing_All_Ratio,Female_Disability_Hearing_Mild_Ratio,Female_Disability_Hearing_Moderate_Ratio,Female_Disability_Hearing_Severe_Ratio,Female_Disability_Hearing_All_Ratio,Female_Disability_Walking_Mild_Ratio,Female_Disability_Walking_Moderate_Ratio,Female_Disability_Walking_Severe_Ratio,Female_Disability_Walking_All_Ratio,Female_Disability_Remembering_Mild_Ratio,Female_Disability_Remembering_Moderate_Ratio,Female_Disability_Remembering_Severe_Ratio,Female_Disability_Remembering_All_Ratio,Female_Disability_Self_Caring_Mild_Ratio,Female_Disability_Self_Caring_Moderate_Ratio,Female_Disability_Self_Caring_Severe_Ratio,Female_Disability_Self_Caring_All_Ratio,Female_Disability_Communicating_Mild_Ratio,Female_Disability_Communicating_Moderate_Ratio,Female_Disability_Communicating_Severe_Ratio,Female_Disability_Communicating_All_Ratio
205701000,Region II (Cagayan Valley),Quirino,Aglipay,30705,16016,14689,0.521609,0.478391,0.090767,0.103436,0.104446,0.092428,0.085849,0.082039,0.078619,0.067709,0.061847,0.054389,0.047093,0.040808,0.035108,0.023807,0.014135,0.007784,0.009738,0.089348,0.101336,0.102835,0.094968,0.084103,0.080607,0.080295,0.071616,0.063249,0.057942,0.049076,0.040772,0.035215,0.022228,0.013299,0.007617,0.005495,0.092314,0.105725,0.106202,0.089659,0.087753,0.0836,0.076792,0.063449,0.060317,0.050514,0.044932,0.040847,0.034992,0.025529,0.015045,0.007965,0.014364,0.062254,0.003403,0.000645,0.066301,0.02228,0.003689,0.00086,0.026829,0.022172,0.003439,0.001218,0.026829,0.020739,0.00197,0.00043,0.023139,0.00351,0.00111,0.001289,0.00591,0.003618,0.001827,0.000931,0.006376,0.057662,0.002605,0.000617,0.060884,0.020021,0.003771,0.00096,0.024751,0.019609,0.003017,0.001371,0.023997,0.016318,0.001783,0.000343,0.018444,0.00336,0.001028,0.001234,0.005622,0.003017,0.001577,0.001234,0.005828,0.067277,0.004275,0.000675,0.072227,0.024751,0.0036,0.00075,0.029101,0.024976,0.0039,0.00105,0.029926,0.025576,0.002175,0.000525,0.028276,0.003675,0.0012,0.00135,0.006225,0.004275,0.0021,0.0006,0.006975
205702000,Region II (Cagayan Valley),Quirino,Cabarroguis,33380,17108,16272,0.512522,0.487478,0.091702,0.10018,0.100719,0.096555,0.088646,0.084062,0.07136,0.069443,0.065818,0.053146,0.045087,0.041492,0.033493,0.024506,0.015398,0.008748,0.009646,0.091653,0.103285,0.100012,0.098258,0.086743,0.085223,0.071545,0.072539,0.068389,0.054185,0.04571,0.041033,0.031447,0.022738,0.013736,0.006722,0.00678,0.091753,0.096915,0.101463,0.094764,0.090647,0.082842,0.071165,0.066187,0.063115,0.052053,0.044432,0.041974,0.035644,0.026364,0.017146,0.010878,0.01266,0.06049,0.00376,0.000726,0.064976,0.021999,0.003067,0.000627,0.025693,0.019064,0.003925,0.001484,0.024473,0.015205,0.001946,0.000594,0.017745,0.002342,0.00155,0.002375,0.006267,0.003298,0.001583,0.001517,0.006399,0.052317,0.003668,0.000579,0.056564,0.021429,0.003411,0.000322,0.025161,0.016152,0.004633,0.001544,0.022329,0.012741,0.002381,0.00045,0.015573,0.002445,0.002124,0.002317,0.006885,0.003218,0.002381,0.001673,0.007272,0.069085,0.003857,0.00088,0.073821,0.0226,0.002707,0.000947,0.026253,0.022126,0.00318,0.001421,0.026727,0.017796,0.001489,0.000744,0.020028,0.002233,0.000947,0.002436,0.005616,0.003383,0.000744,0.001353,0.005481
205703000,Region II (Cagayan Valley),Quirino,Diffun,56051,28936,27115,0.516244,0.483756,0.094931,0.103691,0.104119,0.096216,0.089044,0.083388,0.073808,0.068206,0.061676,0.052684,0.046993,0.039054,0.03181,0.022497,0.014772,0.007921,0.009188,0.093309,0.10423,0.104679,0.096938,0.090199,0.085499,0.07679,0.068496,0.06269,0.052806,0.04821,0.038464,0.030792,0.022463,0.012441,0.006117,0.005875,0.096662,0.103116,0.103522,0.095445,0.087811,0.081136,0.070625,0.067896,0.060594,0.052554,0.045694,0.039683,0.032897,0.022534,0.01726,0.009847,0.012724,0.040055,0.002819,0.000769,0.043643,0.016775,0.002464,0.000788,0.020028,0.012675,0.002622,0.001498,0.016795,0.009383,0.001715,0.000414,0.011512,0.002306,0.001124,0.001202,0.004632,0.002563,0.0014,0.001143,0.005105,0.034571,0.00263,0.000648,0.037849,0.015208,0.002287,0.000762,0.018257,0.011054,0.002744,0.001448,0.015246,0.007318,0.001563,0.000534,0.009415,0.002096,0.001143,0.001182,0.004421,0.002401,0.001143,0.001296,0.004841,0.04593,0.003021,0.000898,0.049849,0.018453,0.002654,0.000817,0.021924,0.014412,0.00249,0.001551,0.018453,0.011595,0.001878,0.000286,0.013758,0.002531,0.001102,0.001225,0.004858,0.002735,0.001674,0.00098,0.005389
205704000,Region II (Cagayan Valley),Quirino,Maddela,40879,21093,19786,0.515986,0.484014,0.087942,0.097434,0.103819,0.096578,0.087258,0.079087,0.072287,0.068421,0.061743,0.056557,0.047873,0.043029,0.037354,0.025563,0.014898,0.008953,0.011204,0.087707,0.097378,0.103826,0.095766,0.088086,0.081022,0.073484,0.067748,0.063291,0.057934,0.049353,0.042242,0.037074,0.024985,0.013559,0.007396,0.00915,0.088194,0.097493,0.103811,0.097443,0.086374,0.077024,0.07101,0.06914,0.060093,0.055089,0.046295,0.043869,0.037653,0.02618,0.016325,0.010614,0.013393,0.063271,0.003835,0.000671,0.067777,0.021296,0.003674,0.00051,0.02548,0.021323,0.003889,0.001851,0.027063,0.015717,0.002199,0.00059,0.018507,0.004211,0.001663,0.001877,0.007751,0.003299,0.001877,0.001126,0.006303,0.056644,0.004001,0.00052,0.061165,0.020059,0.003586,0.000572,0.024217,0.021047,0.003898,0.002027,0.026971,0.012992,0.002027,0.000572,0.01559,0.004157,0.001455,0.002131,0.007743,0.003326,0.002027,0.001299,0.006652,0.07034,0.003658,0.000831,0.07483,0.022615,0.003769,0.000443,0.026828,0.021617,0.00388,0.001663,0.02716,0.018624,0.002383,0.00061,0.021617,0.004268,0.001885,0.001607,0.00776,0.00327,0.001718,0.000942,0.005931
205705000,Region II (Cagayan Valley),Quirino,Saguday,17135,8778,8357,0.512285,0.487715,0.08789,0.09892,0.102013,0.092793,0.082404,0.079953,0.075868,0.067873,0.067231,0.054567,0.04628,0.043945,0.036592,0.027196,0.016633,0.010038,0.009804,0.091934,0.102073,0.101048,0.091479,0.081795,0.080542,0.073479,0.069948,0.066986,0.056847,0.048075,0.04272,0.03805,0.025974,0.015265,0.007405,0.00638,0.083642,0.095608,0.103027,0.094173,0.083044,0.079335,0.078377,0.065693,0.067488,0.052172,0.044394,0.045232,0.03506,0.028479,0.018069,0.012804,0.013402,0.082667,0.003455,0.001408,0.08753,0.024058,0.003135,0.00096,0.028153,0.020411,0.003263,0.001728,0.025401,0.01574,0.002047,0.000576,0.018363,0.003199,0.001024,0.002239,0.006462,0.002687,0.001792,0.001664,0.006142,0.072011,0.00276,0.00138,0.076151,0.02208,0.003011,0.000502,0.025593,0.018065,0.003387,0.001631,0.023084,0.013047,0.002133,0.000627,0.015807,0.002007,0.001255,0.001756,0.005018,0.002384,0.002007,0.001505,0.005896,0.093758,0.004179,0.001436,0.099373,0.026116,0.003265,0.001436,0.030817,0.022852,0.003134,0.001828,0.027814,0.018543,0.001959,0.000522,0.021024,0.00444,0.000783,0.002742,0.007966,0.003003,0.001567,0.001828,0.006399
205706000,Region II (Cagayan Valley),Quirino,Nagtipunan,25380,13438,11942,0.529472,0.470528,0.101812,0.102403,0.11052,0.109023,0.099054,0.085934,0.072419,0.063751,0.057801,0.05398,0.044681,0.034318,0.025217,0.017021,0.009693,0.006659,0.005713,0.097113,0.101206,0.108498,0.106117,0.100164,0.089076,0.072779,0.067197,0.058193,0.054249,0.047403,0.035348,0.025897,0.017562,0.008781,0.006325,0.004093,0.107101,0.103751,0.112795,0.112293,0.097806,0.082398,0.072015,0.059873,0.057361,0.053676,0.041618,0.03316,0.024452,0.016413,0.010718,0.007034,0.007536,0.025882,0.002764,0.000395,0.02904,0.015968,0.001974,0.000219,0.018161,0.020574,0.003246,0.000921,0.024741,0.007414,0.001755,0.000132,0.0093,0.001799,0.001272,0.000833,0.003904,0.002895,0.001009,0.00057,0.004474,0.022501,0.00239,0.00033,0.02522,0.014753,0.001731,0.00033,0.016814,0.018544,0.003626,0.001071,0.023242,0.006099,0.001484,0.000165,0.007747,0.001813,0.001319,0.000907,0.004039,0.002967,0.001401,0.000742,0.00511,0.029729,0.003189,0.000469,0.033386,0.01735,0.002251,9.4e-05,0.019694,0.022883,0.002813,0.00075,0.026447,0.008909,0.002063,9.4e-05,0.011066,0.001782,0.001219,0.00075,0.003751,0.002813,0.000563,0.000375,0.003751
300801000,Region III (Central Luzon),Bataan,Abucay,42896,21698,21198,0.505828,0.494172,0.098261,0.097841,0.097911,0.085159,0.08094,0.079891,0.072221,0.068608,0.065531,0.05469,0.053898,0.041636,0.036693,0.029,0.020375,0.008043,0.009302,0.099226,0.099502,0.100424,0.087381,0.082865,0.079178,0.072173,0.068993,0.067656,0.055904,0.051802,0.040925,0.035856,0.026823,0.018158,0.007097,0.006037,0.097273,0.096141,0.095339,0.082885,0.07897,0.080621,0.072271,0.068214,0.063355,0.053448,0.056043,0.042362,0.037551,0.031229,0.022644,0.00901,0.012643,0.048396,0.002353,0.000388,0.051136,0.010936,0.001163,0.000336,0.012435,0.013211,0.00243,0.001241,0.016882,0.005972,0.001525,0.000336,0.007833,0.003309,0.001163,0.001215,0.005688,0.00287,0.001499,0.001112,0.005481,0.039601,0.001944,0.000358,0.041903,0.010386,0.001228,0.000307,0.011921,0.011563,0.001944,0.001177,0.014684,0.00394,0.001228,0.000358,0.005526,0.002712,0.00133,0.00087,0.004912,0.002814,0.001688,0.001126,0.005628,0.057379,0.00277,0.000418,0.060566,0.011497,0.001097,0.000366,0.01296,0.014893,0.002926,0.001306,0.019126,0.008048,0.001829,0.000314,0.01019,0.003919,0.000993,0.001568,0.00648,0.002926,0.001306,0.001097,0.00533
300802000,Region III (Central Luzon),Bataan,Bagac,31329,15919,15410,0.508123,0.491877,0.105876,0.102621,0.102972,0.084299,0.084267,0.078681,0.075457,0.069935,0.06403,0.048741,0.046953,0.040729,0.03658,0.026238,0.016917,0.00699,0.008714,0.104906,0.103838,0.105032,0.088134,0.087757,0.079151,0.074753,0.069916,0.06376,0.048998,0.04749,0.040769,0.034047,0.023934,0.016019,0.005905,0.005591,0.106879,0.101363,0.100844,0.080337,0.080662,0.078196,0.076184,0.069955,0.064309,0.048475,0.046398,0.040688,0.039195,0.028618,0.017846,0.008112,0.01194,0.102956,0.012887,0.000678,0.116521,0.020027,0.003677,0.000892,0.024597,0.021384,0.005855,0.001785,0.029023,0.00946,0.001963,0.000357,0.011781,0.003356,0.001571,0.001928,0.006854,0.004212,0.001856,0.001785,0.007854,0.088147,0.009545,0.000561,0.098253,0.017545,0.003649,0.000842,0.022037,0.01951,0.005895,0.001404,0.026809,0.007088,0.001474,0.000211,0.008773,0.003158,0.001474,0.001614,0.006246,0.004421,0.001684,0.001614,0.00772,0.118288,0.016348,0.000799,0.135436,0.022597,0.003706,0.000945,0.027247,0.023323,0.005813,0.00218,0.031316,0.011916,0.00247,0.000509,0.014895,0.00356,0.001671,0.002252,0.007484,0.003996,0.002034,0.001962,0.007992
300803000,Region III (Central Luzon),Bataan,City of Balanga,103516,51610,51906,0.49857,0.50143,0.096227,0.096497,0.094053,0.093097,0.093174,0.082383,0.072984,0.071255,0.063546,0.052707,0.048437,0.041607,0.035589,0.025745,0.017244,0.007564,0.007892,0.097985,0.101066,0.097365,0.094865,0.094555,0.082949,0.072447,0.071653,0.063689,0.052974,0.047568,0.040457,0.033714,0.022457,0.01523,0.006045,0.00498,0.094478,0.091955,0.09076,0.091338,0.091801,0.081821,0.073518,0.070859,0.063403,0.052441,0.049301,0.04275,0.037452,0.029014,0.019246,0.009074,0.010789,0.079525,0.004254,0.000449,0.084229,0.013276,0.001432,0.000374,0.015082,0.011865,0.002918,0.000962,0.015745,0.007108,0.000973,0.000438,0.008519,0.003132,0.000898,0.001048,0.005077,0.002907,0.000876,0.000802,0.004586,0.064808,0.00333,0.000408,0.068546,0.010977,0.001074,0.000365,0.012416,0.009473,0.002878,0.000988,0.01334,0.004833,0.000795,0.000473,0.006101,0.002449,0.000601,0.000988,0.004038,0.002707,0.00073,0.000795,0.004232,0.094102,0.00517,0.000489,0.099762,0.015553,0.001787,0.000383,0.017723,0.014233,0.002957,0.000936,0.018127,0.009361,0.001149,0.000404,0.010914,0.003808,0.001191,0.001106,0.006106,0.003106,0.001021,0.000808,0.004936
300804000,Region III (Central Luzon),Bataan,Dinalupihan,118038,59641,58397,0.505269,0.494731,0.101518,0.101095,0.102043,0.095232,0.09009,0.083058,0.075078,0.06736,0.061404,0.052669,0.047315,0.038682,0.032379,0.022611,0.014317,0.007387,0.00776,0.104576,0.103955,0.104626,0.096997,0.092755,0.084154,0.074965,0.064989,0.061334,0.052816,0.046294,0.038078,0.031136,0.020305,0.012508,0.005449,0.005064,0.098395,0.098173,0.099406,0.093429,0.087368,0.081939,0.075192,0.069781,0.061476,0.05252,0.048359,0.0393,0.033649,0.024967,0.016165,0.009367,0.010514,0.085984,0.006289,0.000632,0.092905,0.015454,0.001367,0.000754,0.017576,0.016218,0.003706,0.001424,0.021347,0.008844,0.001329,0.000566,0.01074,0.00313,0.001405,0.001386,0.005921,0.002819,0.00148,0.001188,0.005488,0.070107,0.005056,0.000506,0.075668,0.013201,0.000955,0.000712,0.014868,0.014381,0.003839,0.001217,0.019437,0.006404,0.001255,0.000524,0.008183,0.002659,0.001255,0.001217,0.005131,0.002659,0.001367,0.001236,0.005262,0.102087,0.00754,0.00076,0.110387,0.017739,0.001785,0.000798,0.020323,0.018081,0.003571,0.001633,0.023285,0.01132,0.001405,0.000608,0.013333,0.003609,0.001557,0.001557,0.006724,0.002982,0.001595,0.00114,0.005717
300805000,Region III (Central Luzon),Bataan,Hermosa,77332,39161,38171,0.506401,0.493599,0.10826,0.107756,0.104963,0.088993,0.091527,0.08179,0.074885,0.067113,0.058941,0.050962,0.045815,0.037617,0.030466,0.02175,0.014923,0.007552,0.006685,0.109573,0.108935,0.108986,0.090268,0.09203,0.083093,0.074206,0.065346,0.060468,0.050229,0.046347,0.036822,0.030004,0.01933,0.013994,0.005873,0.004494,0.106914,0.106547,0.100836,0.087684,0.091012,0.080454,0.075581,0.068927,0.057373,0.051715,0.04527,0.038432,0.03094,0.024233,0.015876,0.009274,0.008933,0.103756,0.008773,0.000754,0.113283,0.016966,0.002204,0.000885,0.020055,0.018808,0.004017,0.001653,0.024478,0.010223,0.001378,0.000696,0.012297,0.005177,0.001262,0.001682,0.008121,0.002842,0.001131,0.00145,0.005423,0.083252,0.006625,0.000774,0.090651,0.015228,0.002266,0.00086,0.018354,0.017465,0.004101,0.001549,0.023114,0.006854,0.001405,0.000688,0.008948,0.003126,0.001319,0.001549,0.005994,0.002667,0.000946,0.001577,0.005191,0.124729,0.010971,0.000733,0.136433,0.018744,0.002141,0.000909,0.021795,0.020182,0.003931,0.00176,0.025873,0.01367,0.001349,0.000704,0.015723,0.007275,0.001203,0.001819,0.010296,0.003021,0.00132,0.00132,0.005661
300806000,Region III (Central Luzon),Bataan,Limay,78076,39725,38351,0.508799,0.491201,0.109893,0.109419,0.098712,0.092218,0.094869,0.087889,0.076874,0.067562,0.059186,0.04771,0.044149,0.036657,0.030547,0.020493,0.01277,0.005213,0.00584,0.111391,0.112675,0.101221,0.094374,0.096539,0.086822,0.078263,0.068118,0.058074,0.046772,0.0437,0.034739,0.029427,0.019031,0.0109,0.004355,0.0036,0.108341,0.106047,0.096112,0.089985,0.09314,0.088994,0.075435,0.066987,0.060337,0.048682,0.044614,0.038643,0.031707,0.022007,0.014706,0.006102,0.008161,0.054291,0.003813,0.000518,0.058622,0.014404,0.001194,0.000619,0.016217,0.015123,0.003194,0.002,0.020318,0.013051,0.001381,0.000604,0.015037,0.002835,0.001151,0.001899,0.005885,0.002432,0.001396,0.001309,0.005137,0.044108,0.002946,0.000397,0.04745,0.013173,0.001246,0.000567,0.014986,0.013739,0.003428,0.001898,0.019065,0.009037,0.001473,0.000623,0.011133,0.003003,0.001076,0.001955,0.006034,0.002521,0.00153,0.001303,0.005354,0.064803,0.004708,0.000643,0.070154,0.015674,0.00114,0.000673,0.017487,0.016552,0.002954,0.002106,0.021611,0.017195,0.001287,0.000585,0.019067,0.002661,0.001228,0.001842,0.005732,0.002339,0.001257,0.001316,0.004913
300807000,Region III (Central Luzon),Bataan,Mariveles,147956,74151,73805,0.501169,0.498831,0.096353,0.095643,0.098516,0.091865,0.104653,0.0925,0.078942,0.072136,0.066107,0.051272,0.044898,0.037694,0.030333,0.019208,0.011003,0.004751,0.004123,0.099378,0.098124,0.101118,0.094807,0.104584,0.092352,0.081671,0.072743,0.064922,0.051395,0.043277,0.035333,0.027012,0.017545,0.009642,0.003506,0.002589,0.093313,0.093151,0.095901,0.08891,0.104722,0.09265,0.076201,0.071526,0.067299,0.051148,0.046528,0.040065,0.03367,0.020879,0.01237,0.006002,0.005664,0.074869,0.003635,0.000396,0.078901,0.012289,0.001496,0.000673,0.014458,0.011376,0.002498,0.001189,0.015064,0.007277,0.000912,0.000314,0.008504,0.002408,0.0008,0.001174,0.004383,0.002251,0.00095,0.00098,0.004181,0.060435,0.002875,0.000374,0.063685,0.011156,0.001288,0.000854,0.013297,0.010197,0.002426,0.001228,0.013851,0.005451,0.000734,0.000329,0.006514,0.002141,0.000719,0.001243,0.004103,0.002396,0.000824,0.000898,0.004118,0.089273,0.004393,0.000418,0.094085,0.013419,0.001704,0.000493,0.015616,0.012553,0.00257,0.001151,0.016274,0.009101,0.001091,0.000299,0.01049,0.002675,0.000882,0.001106,0.004662,0.002107,0.001076,0.001061,0.004244
300808000,Region III (Central Luzon),Bataan,Morong,35328,18111,17217,0.512653,0.487347,0.113819,0.114612,0.106375,0.091061,0.085598,0.079993,0.075294,0.068558,0.057829,0.046762,0.04294,0.035496,0.031703,0.022673,0.0137,0.005831,0.007756,0.117111,0.114571,0.106234,0.088731,0.089669,0.080945,0.076473,0.069019,0.059411,0.048479,0.041246,0.03473,0.030258,0.021368,0.012755,0.004693,0.004307,0.110356,0.114654,0.106523,0.093512,0.081315,0.078992,0.074055,0.068072,0.056165,0.044956,0.044723,0.036301,0.033223,0.024046,0.014695,0.007028,0.011384,0.105472,0.011563,0.000639,0.117673,0.015747,0.002683,0.000607,0.019037,0.012777,0.003897,0.001693,0.018366,0.009487,0.001437,0.000479,0.011403,0.003322,0.001948,0.001725,0.006995,0.002875,0.001885,0.001342,0.006101,0.08868,0.008693,0.0005,0.097874,0.015822,0.002376,0.00075,0.018949,0.01182,0.00344,0.001438,0.016698,0.006879,0.001251,0.000563,0.008693,0.00369,0.002064,0.001563,0.007317,0.003315,0.001939,0.001251,0.006504,0.123001,0.014559,0.000783,0.138343,0.015669,0.003003,0.000457,0.019129,0.013776,0.004374,0.001959,0.020108,0.012209,0.001632,0.000392,0.014233,0.002938,0.001828,0.001893,0.006659,0.002416,0.001828,0.001436,0.00568
300809000,Region III (Central Luzon),Bataan,Orani,70342,35434,34908,0.503739,0.496261,0.096656,0.096855,0.096998,0.089051,0.087018,0.079142,0.073882,0.067712,0.061556,0.052984,0.051548,0.045051,0.039223,0.026655,0.017912,0.0088,0.008956,0.097646,0.101343,0.09759,0.089829,0.089998,0.081306,0.074759,0.067252,0.060789,0.053423,0.050065,0.043687,0.038268,0.02571,0.01524,0.007592,0.005503,0.095651,0.0923,0.096396,0.088261,0.083992,0.076945,0.072992,0.068179,0.062335,0.052538,0.053054,0.046436,0.040191,0.027615,0.020626,0.010026,0.012461,0.109359,0.004344,0.000362,0.114064,0.012621,0.001652,0.00033,0.014604,0.015155,0.003541,0.001023,0.019719,0.005429,0.000897,0.00022,0.006547,0.002549,0.000866,0.000692,0.004107,0.002801,0.00096,0.000692,0.004454,0.091168,0.003346,0.000407,0.094921,0.011509,0.001532,0.00025,0.013292,0.013104,0.003065,0.000751,0.01692,0.004504,0.000532,0.000156,0.005192,0.002346,0.000688,0.000563,0.003597,0.002471,0.001063,0.000688,0.004222,0.127784,0.005353,0.000317,0.133454,0.013748,0.001774,0.000412,0.015933,0.017232,0.004023,0.001299,0.022554,0.006367,0.001267,0.000285,0.007919,0.002756,0.001045,0.000824,0.004625,0.003136,0.000855,0.000697,0.004688
300810000,Region III (Central Luzon),Bataan,Orion,60513,30710,29803,0.507494,0.492506,0.098541,0.098723,0.099318,0.091104,0.089171,0.080214,0.072166,0.069803,0.062466,0.05146,0.047329,0.040752,0.036405,0.02806,0.018541,0.007139,0.008808,0.100716,0.100358,0.103061,0.091664,0.091436,0.081537,0.073233,0.069684,0.061543,0.051872,0.047574,0.039726,0.034451,0.025204,0.016281,0.005568,0.006089,0.096299,0.097037,0.09546,0.090528,0.086837,0.078851,0.071067,0.069926,0.063416,0.051035,0.047076,0.041808,0.038419,0.031004,0.02087,0.008758,0.01161,0.065353,0.002291,0.000495,0.068139,0.013896,0.001522,0.000733,0.01615,0.012484,0.00275,0.001815,0.017049,0.007681,0.001173,0.000312,0.009166,0.001998,0.000623,0.001338,0.00396,0.002035,0.001613,0.000935,0.004583,0.051961,0.001919,0.000435,0.054314,0.011732,0.001412,0.000797,0.013941,0.010211,0.002245,0.001557,0.014013,0.005033,0.000978,0.000471,0.006482,0.001521,0.000471,0.001267,0.003259,0.002173,0.001485,0.000941,0.004599,0.079085,0.002673,0.000557,0.082315,0.016114,0.001634,0.000668,0.018416,0.014815,0.003267,0.002079,0.020161,0.010396,0.001374,0.000149,0.011918,0.002488,0.00078,0.001411,0.004678,0.001894,0.001745,0.000928,0.004567
300811000,Region III (Central Luzon),Bataan,Pilar,46038,23247,22791,0.504952,0.495048,0.098462,0.097441,0.09553,0.094313,0.092011,0.081324,0.074243,0.067814,0.060928,0.053369,0.049416,0.043334,0.036122,0.024784,0.01577,0.007711,0.007429,0.102035,0.101346,0.098206,0.095281,0.09412,0.081086,0.075106,0.068009,0.060438,0.052093,0.048694,0.043188,0.034585,0.021465,0.013894,0.005893,0.00456,0.094818,0.093458,0.0928,0.093326,0.08986,0.081567,0.073362,0.067614,0.061428,0.054671,0.050151,0.043482,0.03769,0.028169,0.017682,0.009565,0.010355,0.088351,0.007975,0.000554,0.09688,0.018432,0.002361,0.000385,0.021178,0.020672,0.003927,0.001494,0.026093,0.019251,0.002048,0.000434,0.021732,0.004144,0.001205,0.001638,0.006987,0.00306,0.00147,0.00094,0.005469,0.072192,0.006132,0.000479,0.078802,0.015808,0.002156,0.000335,0.018299,0.017964,0.003832,0.001198,0.022994,0.014563,0.001677,0.000527,0.016766,0.003545,0.001246,0.001725,0.006515,0.002874,0.001389,0.001054,0.005317,0.104702,0.00984,0.00063,0.115172,0.021086,0.002569,0.000436,0.024091,0.023413,0.004023,0.001794,0.029229,0.023994,0.002424,0.000339,0.026757,0.00475,0.001163,0.001551,0.007465,0.003248,0.001551,0.000824,0.005623
